Date,Open,High,Low,Close,Adj Close,Volume
2022-10-17,99.29000091552734,99.66000366210938,97.94000244140625,98.08999633789062,92.27189636230469,18969900
2022-10-18,97.94999694824219,98.45999908447266,96.87000274658203,98.31999969482422,92.48824310302734,16931500
2022-10-19,97.19000244140625,97.41999816894531,96.31999969482422,96.52999877929688,90.80442810058594,25431600
2022-10-20,95.93000030517578,96.33000183105469,94.73999786376953,94.87999725341797,89.25230407714844,25434900
2022-10-21,93.0199966430664,93.93000030517578,92.26000213623047,93.16999816894531,87.64372253417969,46280300
2022-10-24,92.81999969482422,93.55000305175781,91.8499984741211,92.4000015258789,86.9194107055664,31332600
2022-10-25,94.58000183105469,95.2300033569336,94.44000244140625,95.08999633789062,89.4498291015625,31213100
2022-10-26,95.7699966430664,96.69000244140625,95.7699966430664,96.45999908447266,90.73857116699219,24843900
2022-10-27,96.9800033569336,97.9000015258789,96.22000122070312,97.47000122070312,91.68867492675781,20270000
2022-10-28,96.86000061035156,97.62999725341797,96.41000366210938,96.80000305175781,91.05839538574219,22244100
2022-10-31,96.36000061035156,96.62000274658203,95.02999877929688,96.11000061035156,90.40933227539062,23956700
2022-11-01,97.37999725341797,97.41999816894531,96.20999908447266,96.7699966430664,91.2542724609375,17585100
2022-11-02,96.91000366210938,97.62999725341797,95.95999908447266,96.3499984741211,90.85822296142578,25010500
2022-11-03,95.16999816894531,96.37999725341797,95.08999633789062,95.83000183105469,90.36785125732422,29097500
2022-11-04,95.0999984741211,95.66000366210938,94.22000122070312,94.22000122070312,88.849609375,23561400
2022-11-07,94.80000305175781,94.86000061035156,93.23999786376953,93.27999877929688,87.96319580078125,14522800
2022-11-08,93.80000305175781,94.95999908447266,93.7699966430664,94.30000305175781,88.92505645751953,20360600
2022-11-09,93.81999969482422,95.0199966430664,93.69000244140625,94.61000061035156,89.21739959716797,15637500
2022-11-10,96.7300033569336,98.43000030517578,96.63999938964844,98.25,92.64990997314453,45380900
2022-11-11,97.56999969482422,98.37000274658203,97.54000091552734,97.88999938964844,92.3104248046875,15943100
2022-11-14,97.91000366210938,97.98999786376953,97.08999633789062,97.6500015258789,92.08412170410156,13741100
2022-11-15,98.25,99.30000305175781,98.11000061035156,99.2300033569336,93.57404327392578,26608200
2022-11-16,100.0199966430664,101.44999694824219,99.73999786376953,101.4000015258789,95.62036895751953,28507700
2022-11-17,100.19999694824219,100.56999969482422,99.77999877929688,100.33000183105469,94.61135864257812,24528900
2022-11-18,100.5999984741211,100.88999938964844,99.55000305175781,99.63999938964844,93.96068572998047,14941300
2022-11-21,100.69000244140625,100.81999969482422,99.80000305175781,100.05999755859375,94.35674285888672,15534000
2022-11-22,100.6500015258789,101.62000274658203,100.52999877929688,101.4800033569336,95.69580078125,18103100
2022-11-23,102.13999938964844,103.25,102.08000183105469,103.25,97.36490631103516,23234600
2022-11-25,102.61000061035156,102.93000030517578,102.43000030517578,102.9000015258789,97.03486633300781,9486100
2022-11-28,103.61000061035156,103.80999755859375,102.69000244140625,103.19000244140625,97.30835723876953,14563200
2022-11-29,102.1500015258789,102.95999908447266,101.91000366210938,101.9800033569336,96.16730499267578,16576400
2022-11-30,101.62000274658203,102.7300033569336,101.37000274658203,102.7300033569336,96.87458801269531,21581700
2022-12-01,103.1500015258789,105.80999755859375,103.0999984741211,105.76000213623047,99.96930694580078,53156800
2022-12-02,105.30000305175781,107.0999984741211,104.61000061035156,107.08999633789062,101.22647857666016,24479500
2022-12-05,105.83999633789062,105.98999786376953,104.9000015258789,105.58999633789062,99.80860137939453,20159700
2022-12-06,106.5,107.38999938964844,106.19000244140625,106.94999694824219,101.09414672851562,21754500
2022-12-07,108.37000274658203,109.68000030517578,108.19999694824219,109.47000122070312,103.4761734008789,30546700
2022-12-08,108.69999694824219,109.44999694824219,108.47000122070312,109.16999816894531,103.1926040649414,13377300
2022-12-09,107.94000244140625,108.16999816894531,106.2699966430664,106.33000183105469,100.50809478759766,25872200
2022-12-12,107.86000061035156,108.11000061035156,106.26000213623047,106.66999816894531,100.8294677734375,16897100
2022-12-13,109.04000091552734,109.08000183105469,107.45999908447266,107.69999694824219,101.80308532714844,23854700
2022-12-14,107.66000366210938,108.31999969482422,106.88999938964844,108.16000366210938,102.23789978027344,19517500
2022-12-15,108.38999938964844,109.12000274658203,108.16000366210938,108.31999969482422,102.63682556152344,20246200
2022-12-16,106.5999984741211,107.83000183105469,106.30999755859375,107.11000061035156,101.49026489257812,20838300
2022-12-19,105.83000183105469,105.83999633789062,104.9800033569336,105.30999755859375,99.78472137451172,26126800
2022-12-20,103.37999725341797,103.80999755859375,103.0999984741211,103.44000244140625,98.01284790039062,28869000
2022-12-21,104.29000091552734,104.4000015258789,102.95999908447266,103.69999694824219,98.25919342041016,15894100
2022-12-22,103.66999816894531,104.12000274658203,103.37999725341797,103.68000030517578,98.2402572631836,11322500
2022-12-23,102.58000183105469,102.80999755859375,102.0199966430664,102.16000366210938,96.80000305175781,15408900
2022-12-27,100.48999786376953,101.06999969482422,100.01000213623047,100.13999938964844,94.88599395751953,26475700
2022-12-28,100.6500015258789,100.77999877929688,99.3499984741211,99.55000305175781,94.32694244384766,17302900
2022-12-29,99.86000061035156,100.98999786376953,99.79000091552734,100.68000030517578,95.39765167236328,16593000
2022-12-30,99.87000274658203,100.55000305175781,99.37000274658203,99.55999755859375,94.33641052246094,20810200
2023-01-03,102.19999694824219,102.33999633789062,100.83999633789062,101.45999908447266,96.13673400878906,25313200
2023-01-04,103.22000122070312,103.4800033569336,102.20999908447266,102.8499984741211,97.45380401611328,21678200
2023-01-05,101.87000274658203,103.29000091552734,101.77999877929688,103.27999877929688,97.86123657226562,14771100
2023-01-06,102.69999694824219,105.30000305175781,102.63999938964844,105.18000030517578,99.66153717041016,27473700
2023-01-09,104.41000366210938,105.93000030517578,104.2699966430664,105.73999786376953,100.19216918945312,21472200
2023-01-10,104.52999877929688,104.81999969482422,103.5,103.98999786376953,98.53399658203125,20545200
2023-01-11,104.97000122070312,105.72000122070312,104.69999694824219,105.68000030517578,100.13532257080078,18794000
2023-01-12,105.81999969482422,107.80999755859375,104.55999755859375,107.76000213623047,102.10619354248047,32029600
2023-01-13,107.0999984741211,107.80000305175781,106.37999725341797,106.75,101.149169921875,17750800
2023-01-17,105.66999816894531,106.66000366210938,105.6500015258789,106.05999755859375,100.49539184570312,13911700
2023-01-18,108.45999908447266,108.7699966430664,107.12000274658203,108.62999725341797,102.93055725097656,35497200
2023-01-19,108.0999984741211,108.37000274658203,107.44000244140625,107.94999694824219,102.28620910644531,17194700
2023-01-20,106.95999908447266,107.23999786376953,106.11000061035156,106.19999694824219,100.6280288696289,22754100
2023-01-23,105.56999969482422,106.19999694824219,105.48999786376953,105.69999694824219,100.15425872802734,12961500
2023-01-24,106.12000274658203,107.44999694824219,105.38999938964844,107.22000122070312,101.59452819824219,16417200
2023-01-25,107.37000274658203,107.91000366210938,106.63999938964844,107.4800033569336,101.84089660644531,11906500
2023-01-26,107.13999938964844,107.6500015258789,106.48999786376953,106.9800033569336,101.36711120605469,15549400
2023-01-27,106.19000244140625,106.95999908447266,106.11000061035156,106.70999908447266,101.11127471923828,11845500
2023-01-30,106.45999908447266,107.16000366210938,106.19000244140625,106.31999969482422,100.74175262451172,11459700
2023-01-31,106.9800033569336,107.27999877929688,105.87000274658203,107.16999816894531,101.5471420288086,13705300
2023-02-01,107.55000305175781,108.58999633789062,106.41999816894531,108.18000030517578,102.76786804199219,25305800
2023-02-02,108.91999816894531,109.3499984741211,108.08999633789062,108.31999969482422,102.90087127685547,19548400
2023-02-03,106.7699966430664,107.11000061035156,106.08000183105469,106.69999694824219,101.36190795898438,20619500
2023-02-06,105.75,106.30999755859375,105.68000030517578,105.91000366210938,100.61143493652344,15182400
2023-02-07,105.33000183105469,106.2300033569336,105.0,105.05999755859375,99.80394744873047,18290300
2023-02-08,105.04000091552734,105.58000183105469,104.38999938964844,105.55999755859375,100.2789306640625,13530700
2023-02-09,106.47000122070312,106.62000274658203,104.38999938964844,104.55999755859375,99.3289566040039,20469900
2023-02-10,104.4000015258789,104.44000244140625,103.12000274658203,103.38999938964844,98.21749877929688,16598300
2023-02-13,103.70999908447266,104.41999816894531,103.58000183105469,104.26000213623047,99.04399108886719,13134300
2023-02-14,104.19999694824219,104.83000183105469,103.13999938964844,104.0199966430664,98.81597137451172,15440300
2023-02-15,103.55000305175781,103.94999694824219,102.5,103.05000305175781,97.8945083618164,15246900
2023-02-16,102.06999969482422,102.22000122070312,101.33000183105469,101.58999633789062,96.50756072998047,19267300
2023-02-17,101.0999984741211,102.37999725341797,100.97000122070312,102.37999725341797,97.25801849365234,19560900
2023-02-21,101.01000213623047,101.19999694824219,100.27999877929688,100.38999938964844,95.36758422851562,22728000
2023-02-22,100.98999786376953,101.69000244140625,100.94999694824219,101.30999755859375,96.24156188964844,15165400
2023-02-23,101.54000091552734,102.58999633789062,101.47000122070312,102.30000305175781,97.18203735351562,15829100
2023-02-24,101.44000244140625,101.80000305175781,100.55999755859375,100.97000122070312,95.91857147216797,21403600
2023-02-27,101.29000091552734,101.69999694824219,100.91000366210938,101.25,96.18455505371094,14209200
2023-02-28,100.56999969482422,101.72000122070312,100.27999877929688,101.70999908447266,96.62153625488281,14955700
2023-03-01,100.81999969482422,101.02999877929688,99.95999908447266,100.37000274658203,95.58353424072266,19000000
2023-03-02,99.05999755859375,99.6500015258789,98.87999725341797,99.4800033569336,94.7359619140625,23763600
2023-03-03,100.93000030517578,101.9000015258789,100.56999969482422,101.88999938964844,97.03105163574219,30877300
2023-03-06,102.22000122070312,102.33999633789062,100.98999786376953,101.0999984741211,96.2787094116211,16631900
2023-03-07,101.45999908447266,102.37000274658203,100.87999725341797,101.72000122070312,96.86914825439453,23096500
2023-03-08,102.4000015258789,102.97000122070312,101.41999816894531,101.81999969482422,96.96437072753906,20252400
2023-03-09,101.55000305175781,102.5199966430664,101.33000183105469,102.06999969482422,97.20246124267578,21550400
2023-03-10,104.02999877929688,105.69000244140625,104.0,105.58999633789062,100.55458068847656,43921500
2023-03-13,108.19999694824219,109.0999984741211,105.04000091552734,105.83000183105469,100.78314971923828,51502500
2023-03-14,105.13999938964844,105.61000061035156,103.75,104.08999633789062,99.1261215209961,38417800
2023-03-15,106.77999877929688,107.70999908447266,105.3499984741211,106.0999984741211,101.04026794433594,45164100
2023-03-16,107.37999725341797,108.02999877929688,105.04000091552734,105.2699966430664,100.24984741210938,43089300
2023-03-17,106.6500015258789,107.7300033569336,106.45999908447266,106.8499984741211,101.75450134277344,38129000
2023-03-20,106.87999725341797,106.95999908447266,105.72000122070312,105.91000366210938,100.85933685302734,24242800
2023-03-21,105.08000183105469,105.41999816894531,104.54000091552734,105.0,99.99272155761719,18934900
2023-03-22,104.66000366210938,106.44999694824219,104.44000244140625,106.4000015258789,101.32596588134766,26388500
2023-03-23,105.36000061035156,106.55000305175781,104.81999969482422,106.4000015258789,101.32596588134766,25475100
2023-03-24,107.08999633789062,107.43000030517578,106.26000213623047,106.8499984741211,101.75450134277344,23652700
2023-03-27,105.05000305175781,105.76000213623047,104.33000183105469,104.33999633789062,99.36419677734375,22224500
2023-03-28,104.23999786376953,104.68000030517578,104.0199966430664,104.52999877929688,99.54513549804688,17794300
2023-03-29,103.69999694824219,104.44999694824219,103.5999984741211,104.31999969482422,99.34516143798828,16804400
2023-03-30,104.45999908447266,105.05000305175781,104.2699966430664,104.80000305175781,99.80228424072266,14315800
2023-03-31,105.3499984741211,106.55999755859375,105.08000183105469,106.37000274658203,101.29739379882812,25396700
2023-04-03,105.87999725341797,107.0999984741211,105.69999694824219,106.5999984741211,101.7738037109375,18234800
2023-04-04,105.77999877929688,107.80000305175781,105.75,107.12999725341797,102.27981567382812,18052400
2023-04-05,107.7699966430664,108.37000274658203,107.41000366210938,108.25,103.34910583496094,23047700
2023-04-06,108.41999816894531,108.87000274658203,108.38999938964844,108.52999877929688,103.6164321899414,16447300
2023-04-10,107.63999938964844,107.76000213623047,106.55999755859375,106.77999877929688,101.9456558227539,19134400
2023-04-11,107.05000305175781,107.08999633789062,106.51000213623047,107.0,102.15568542480469,13971200
2023-04-12,107.05000305175781,107.16999816894531,105.87999725341797,106.88999938964844,102.0506820678711,20563000
2023-04-13,107.05000305175781,107.38999938964844,105.87999725341797,106.05000305175781,101.24870300292969,22079400
2023-04-14,105.38999938964844,105.55000305175781,104.7699966430664,105.08000183105469,100.32262420654297,19801900
2023-04-17,104.41999816894531,104.58999633789062,103.70999908447266,103.83000183105469,99.12922668457031,19528800
2023-04-18,103.80999755859375,104.58999633789062,103.80000305175781,104.19999694824219,99.48246765136719,15922600
2023-04-19,103.91000366210938,104.23999786376953,103.4800033569336,104.0999984741211,99.38699340820312,16093900
